dataset,train_steps,n_simulations,score_mean,score_type
inverted,500,9,[2.30402492e-08 8.76444818e-08],r2
inverted,500,10,[1.93019294e-08 7.18139416e-08],r2
inverted,500,11,[1.05495682e-08 3.56186395e-08],r2
inverted,500,12,[9.66340745e-09 3.36573967e-08],r2
inverted,500,13,[1.50125084e-09 4.77000891e-09],r2
inverted,500,14,[6.25392801e-10 1.73719830e-09],r2
inverted,500,15,[2.58077068e-10 8.48622642e-10],r2
inverted,500,16,[1.63627459e-09 5.98964426e-09],r2
inverted,500,17,[8.23373409e-10 3.11612430e-09],r2
inverted,500,18,[4.93177611e-10 1.67894567e-09],r2
inverted,500,19,[7.30306801e-10 2.88926359e-09],r2
inverted,500,20,[4.27482924e-10 1.71975459e-09],r2
inverted,600,1,[7.58813063e-08 1.93651013e-07],r2
inverted,600,2,[1.59727682e-08 5.05602872e-08],r2
inverted,600,3,[1.58149357e-09 5.56638787e-09],r2
inverted,600,4,[2.85188710e-09 6.68149994e-09],r2
inverted,600,5,[1.00045050e-08 3.17521175e-08],r2
inverted,600,6,[5.83744836e-10 8.87904129e-10],r2
inverted,600,7,[1.17246705e-09 5.38240168e-09],r2
inverted,600,8,[6.00761713e-09 2.24885667e-08],r2
inverted,600,9,[1.59819813e-09 4.57923604e-09],r2
inverted,600,10,[1.13125600e-09 3.55448065e-09],r2
inverted,600,11,[1.01676594e-09 3.90409391e-09],r2
inverted,600,12,[1.58049287e-09 6.06645272e-09],r2
inverted,600,13,[4.10003037e-09 1.57103480e-08],r2
inverted,600,14,[2.56965091e-09 1.00929133e-08],r2
inverted,600,15,[2.95160252e-09 1.14586293e-08],r2
inverted,600,16,[4.74206850e-09 1.91112765e-08],r2
inverted,600,17,[2.43050612e-09 1.04398599e-08],r2
inverted,600,18,[1.92057016e-09 8.32377449e-09],r2
inverted,600,19,[8.29703315e-10 3.78763426e-09],r2
inverted,600,20,[2.90944828e-10 1.40188160e-09],r2
inverted,700,1,[7.09367122e-08 2.12994783e-07],r2
inverted,700,2,[2.06686569e-08 5.52269171e-08],r2
inverted,700,3,[6.43469204e-10 8.24480303e-10],r2
inverted,700,4,[5.94381951e-09 2.46713257e-08],r2
inverted,700,5,[4.27800830e-10 6.06441613e-10],r2
inverted,700,6,[2.05107676e-09 8.96259485e-09],r2
inverted,700,7,[6.04478096e-09 2.24036010e-08],r2
inverted,700,8,[2.79926981e-09 8.85399699e-09],r2
inverted,700,9,[2.52599741e-10 5.60628868e-10],r2
inverted,700,10,[1.50179475e-10 6.88512451e-10],r2
inverted,700,11,[1.16278635e-09 5.44331561e-09],r2
inverted,700,12,[5.78370639e-10 2.86966658e-09],r2
inverted,700,13,[5.60580533e-10 2.90984337e-09],r2
inverted,700,14,[9.19190326e-10 4.59599542e-09],r2
inverted,700,15,[5.76598600e-10 3.42839437e-09],r2
inverted,700,16,[1.62466405e-11 2.43243897e-10],r2
inverted,700,17,[6.66646601e-11 4.24025434e-11],r2
inverted,700,18,[8.48976985e-11 5.10025443e-11],r2
inverted,700,19,[1.38563573e-11 2.57387791e-10],r2
inverted,700,20,[3.04961860e-10 5.42250072e-10],r2
inverted,800,1,[6.15162602e-08 1.94329408e-07],r2
inverted,800,2,[3.09826345e-08 9.93852788e-08],r2
inverted,800,3,[1.26892840e-09 4.71670832e-09],r2
inverted,800,4,[1.49830452e-09 3.88469423e-09],r2
inverted,800,5,[1.76333161e-09 7.10086680e-09],r2
inverted,800,6,[9.12673330e-09 3.27311344e-08],r2
inverted,800,7,[2.68406561e-09 8.11098334e-09],r2
inverted,800,8,[2.01081566e-10 5.05930557e-10],r2
inverted,800,9,[1.43875929e-09 5.68003593e-09],r2
inverted,800,10,[4.80989020e-09 1.83982232e-08],r2
inverted,800,11,[1.97371198e-09 7.76696898e-09],r2
inverted,800,12,[3.01769336e-09 1.26555807e-08],r2
inverted,800,13,[1.61684376e-09 7.66677719e-09],r2
inverted,800,14,[4.21128302e-10 1.92504678e-09],r2
inverted,800,15,[6.38400384e-11 2.66587987e-10],r2
inverted,800,16,[1.88924723e-11 7.52275831e-11],r2
inverted,800,17,[2.85920716e-11 1.30904295e-10],r2
inverted,800,18,[2.77356813e-10 7.32253226e-10],r2
inverted,800,19,[8.9787555e-11 1.6378133e-10],r2
inverted,800,20,[8.57741316e-10 2.26675263e-09],r2
inverted,900,1,[7.76529865e-08 2.68596609e-07],r2
inverted,900,2,[1.24874013e-09 5.41924592e-09],r2
inverted,900,3,[2.25681970e-09 9.44102208e-09],r2
inverted,900,4,[5.48985969e-10 1.19300731e-09],r2
inverted,900,5,[2.88771387e-09 1.04162962e-08],r2
inverted,900,6,[1.00003651e-09 2.32293206e-09],r2
inverted,900,7,[1.86908728e-10 5.95957070e-10],r2
inverted,900,8,[1.74286683e-09 7.62447476e-09],r2
inverted,900,9,[4.09037955e-09 1.65620095e-08],r2
inverted,900,10,[2.63954706e-09 1.10861503e-08],r2
inverted,900,11,[3.34562597e-09 1.43871791e-08],r2
inverted,900,12,[2.04639833e-09 9.33500859e-09],r2
inverted,900,13,[1.16268947e-10 9.74972081e-10],r2
inverted,900,14,[4.76496160e-10 2.64337229e-09],r2
inverted,900,15,[9.92970811e-10 4.61258997e-09],r2
inverted,900,16,[2.31825671e-11 3.51767893e-11],r2
inverted,900,17,[6.51149393e-12 3.58252837e-11],r2
inverted,900,18,[6.64913955e-10 1.62826672e-09],r2
inverted,900,19,[1.21007590e-09 3.59958617e-09],r2
inverted,900,20,[2.22898035e-09 7.03383293e-09],r2
