dataset,train_steps,n_simulations,score_mean,score_type
inverted,100,7,[6.00239318e-06 1.06706481e-05],r2
inverted,100,8,[8.84403634e-06 1.93046078e-05],r2
inverted,100,9,[4.26150990e-06 8.46074643e-06],r2
inverted,100,10,[4.83271801e-07 2.44075599e-06],r2
inverted,100,11,[4.56160612e-07 1.88467104e-06],r2
inverted,100,12,[2.90439203e-06 8.45865025e-06],r2
inverted,100,13,[7.57227800e-06 1.97914431e-05],r2
inverted,100,14,[1.11975498e-05 2.78604339e-05],r2
inverted,100,15,[8.71040131e-06 2.11052011e-05],r2
inverted,100,16,[7.93896377e-06 1.81808171e-05],r2
inverted,100,17,[1.11148561e-06 2.08240556e-06],r2
inverted,100,18,[1.25376479e-06 2.31993216e-06],r2
inverted,100,19,[1.55462808e-07 9.22080980e-08],r2
inverted,100,20,[1.45166599e-07 1.31252348e-08],r2
inverted,200,1,[8.79435832e-06 2.27969805e-05],r2
inverted,200,2,[9.85363767e-07 1.59462854e-06],r2
inverted,200,3,[3.43155059e-06 8.84831829e-06],r2
inverted,200,4,[1.07377394e-05 1.89385457e-05],r2
inverted,200,5,[3.70480485e-06 5.60846449e-06],r2
inverted,200,6,[1.11236223e-05 1.82061586e-05],r2
inverted,200,7,[1.46728196e-05 2.92336501e-05],r2
inverted,200,8,[1.41265563e-05 2.51684698e-05],r2
inverted,200,9,[2.42403753e-06 3.47676000e-06],r2
inverted,200,10,[2.13955314e-07 5.95294363e-08],r2
inverted,200,11,[8.37107382e-07 3.19256466e-06],r2
inverted,200,12,[2.63653939e-06 8.37459490e-06],r2
inverted,200,13,[1.00526215e-06 3.89104582e-06],r2
inverted,200,14,[2.87869842e-07 1.17939309e-06],r2
inverted,200,15,[2.48703079e-06 6.27992702e-06],r2
inverted,200,16,[1.07328061e-06 3.38039505e-06],r2
inverted,200,17,[6.68395309e-07 2.39182527e-06],r2
inverted,200,18,[3.44957402e-07 1.36195222e-06],r2
inverted,200,19,[3.31979647e-07 1.25021741e-06],r2
inverted,200,20,[2.11441574e-07 8.87284453e-07],r2
inverted,300,1,[5.50612558e-06 3.89954857e-06],r2
inverted,300,2,[3.24828291e-07 3.52076175e-06],r2
inverted,300,3,[1.48246073e-07 3.18054065e-08],r2
inverted,300,4,[1.51893854e-07 8.61559762e-07],r2
inverted,300,5,[1.72648735e-06 5.17160568e-06],r2
inverted,300,6,[1.9159071e-07 2.6471389e-07],r2
inverted,300,7,[1.66727427e-06 4.56852851e-06],r2
inverted,300,8,[2.47497521e-06 5.88884229e-06],r2
inverted,300,9,[4.28215366e-07 1.31779933e-06],r2
inverted,300,10,[3.40091694e-06 6.76025399e-06],r2
inverted,300,11,[1.61377727e-06 3.71550634e-06],r2
inverted,300,12,[7.29227410e-07 1.73488398e-06],r2
inverted,300,13,[3.75966292e-07 9.70012641e-07],r2
inverted,300,14,[1.48029525e-07 4.79550572e-07],r2
inverted,300,15,[2.08206472e-08 4.07465571e-09],r2
inverted,300,16,[7.28859809e-08 1.40543581e-07],r2
inverted,300,17,[6.85587567e-09 1.53411650e-08],r2
inverted,300,18,[3.98348284e-08 4.22120306e-08],r2
inverted,300,19,[1.15055643e-08 4.28413403e-08],r2
inverted,300,20,[8.58403246e-09 8.12159023e-08],r2
inverted,400,1,[2.27001398e-07 2.24922422e-07],r2
inverted,400,2,[2.22257858e-06 5.57670873e-06],r2
inverted,400,3,[4.61418696e-07 1.60897814e-06],r2
inverted,400,4,[3.67417835e-06 8.23282593e-06],r2
inverted,400,5,[6.27891063e-07 1.68716714e-06],r2
inverted,400,6,[2.55827511e-06 5.84130474e-06],r2
inverted,400,7,[3.12380616e-07 9.44290074e-07],r2
inverted,400,8,[1.49465664e-06 3.30242062e-06],r2
inverted,400,9,[5.33176116e-07 1.35308065e-06],r2
inverted,400,10,[3.30794398e-07 9.29733515e-07],r2
inverted,400,11,[1.63853264e-07 4.63601640e-07],r2
inverted,400,12,[1.33799496e-07 8.26937010e-08],r2
inverted,400,13,[2.96792454e-08 3.36479228e-09],r2
inverted,400,14,[3.79153260e-08 4.40409381e-09],r2
inverted,400,15,[1.94656587e-07 2.75204814e-07],r2
inverted,400,16,[4.19050087e-07 9.03626121e-07],r2
inverted,400,17,[6.65416659e-07 1.26221007e-06],r2
inverted,400,18,[1.67235828e-06 3.13260844e-06],r2
inverted,400,19,[1.80399573e-06 3.33033449e-06],r2
inverted,400,20,[2.05073021e-06 3.85572345e-06],r2
inverted,500,1,[3.86295609e-07 3.40238869e-08],r2
inverted,500,2,[3.29590026e-07 3.31962280e-07],r2
inverted,500,3,[4.11564587e-06 7.56382535e-06],r2
inverted,500,4,[1.18353111e-06 3.76062966e-06],r2
inverted,500,5,[2.19546734e-06 6.22279795e-06],r2
inverted,500,6,[3.23835119e-06 7.43781357e-06],r2
inverted,500,7,[9.78389967e-07 2.70816017e-06],r2
inverted,500,8,[2.66116109e-07 8.91543018e-07],r2
inverted,500,9,[1.15531391e-07 4.43992163e-08],r2
inverted,500,10,[9.93900655e-08 2.12745605e-08],r2
inverted,500,11,[3.07644529e-08 2.61440650e-08],r2
inverted,500,12,[2.20873927e-07 3.92810874e-07],r2
inverted,500,13,[4.67924107e-07 8.66467022e-07],r2
inverted,500,14,[5.46460642e-07 1.00011362e-06],r2
inverted,500,15,[1.14866446e-06 1.95060535e-06],r2
inverted,500,16,[1.79746456e-06 3.20369200e-06],r2
inverted,500,17,[1.48483623e-06 2.61610877e-06],r2
inverted,500,18,[1.11618966e-06 2.05629278e-06],r2
inverted,500,19,[1.06102405e-06 1.81834342e-06],r2
inverted,500,20,[7.37338710e-07 1.25899507e-06],r2
inverted,600,1,[7.85253692e-09 1.22630837e-06],r2
inverted,600,2,[1.67913947e-07 4.97612406e-07],r2
inverted,600,3,[6.13259704e-07 1.00791750e-06],r2
inverted,600,4,[4.30925219e-06 9.56124574e-06],r2
inverted,600,5,[4.70826393e-06 9.29087380e-06],r2
inverted,600,6,[1.34345572e-06 2.99006275e-06],r2
inverted,600,7,[3.54265233e-07 1.00398128e-06],r2
inverted,600,8,[8.16442512e-08 6.45833225e-08],r2
inverted,600,9,[4.15105345e-08 3.16218794e-08],r2
inverted,600,10,[8.35531902e-09 4.13185794e-08],r2
inverted,600,11,[1.10848399e-06 1.73275097e-06],r2
inverted,600,12,[1.63228459e-06 2.70137370e-06],r2
inverted,600,13,[2.45434481e-06 4.13744171e-06],r2
inverted,600,14,[1.60138288e-06 2.63304885e-06],r2
inverted,600,15,[1.39763046e-06 2.31319350e-06],r2
inverted,600,16,[1.42818852e-06 2.16122403e-06],r2
inverted,600,17,[7.80687082e-07 1.06644207e-06],r2
inverted,600,18,[6.52416009e-07 8.76074696e-07],r2
inverted,600,19,[4.95292915e-07 7.02031975e-07],r2
inverted,600,20,[7.02980443e-07 1.14854996e-06],r2
inverted,700,1,[5.29422531e-07 2.14647212e-06],r2
inverted,700,2,[1.95908253e-06 6.65708411e-06],r2
inverted,700,3,[2.11623765e-06 5.04423021e-06],r2
inverted,700,4,[4.8800397e-07 1.4373935e-06],r2
inverted,700,5,[1.17381796e-06 2.55229504e-06],r2
inverted,700,6,[1.41456346e-07 4.31032294e-07],r2
inverted,700,7,[1.34348337e-07 1.74064037e-07],r2
inverted,700,8,[9.14549674e-09 3.81934144e-08],r2
inverted,700,9,[8.00805057e-08 9.63144575e-08],r2
inverted,700,10,[1.31501458e-07 1.29976005e-07],r2
inverted,700,11,[7.09146444e-07 8.83267838e-07],r2
inverted,700,12,[2.94832780e-07 3.13268115e-07],r2
inverted,700,13,[2.23463255e-07 2.11626406e-07],r2
inverted,700,14,[2.45140327e-07 2.22117176e-07],r2
inverted,700,15,[3.44294542e-08 3.31076117e-08],r2
inverted,700,16,[1.12073482e-08 9.20455891e-09],r2
inverted,700,17,[7.79327277e-08 6.03303175e-08],r2
inverted,700,18,[1.75770550e-08 1.41466858e-07],r2
inverted,700,19,[6.87583202e-09 7.00078894e-08],r2
inverted,700,20,[7.39556471e-08 3.15393494e-07],r2
inverted,800,1,[1.22545966e-06 3.16345518e-06],r2
inverted,800,2,[5.35522365e-06 1.22024154e-05],r2
inverted,800,3,[2.11779664e-06 4.91782250e-06],r2
inverted,800,4,[1.32945205e-06 2.60861654e-06],r2
inverted,800,5,[8.35480500e-08 2.09685556e-07],r2
inverted,800,6,[3.56552636e-07 6.06766203e-07],r2
inverted,800,7,[6.55174125e-09 2.12357054e-08],r2
inverted,800,8,[3.65385009e-07 5.27527299e-07],r2
inverted,800,9,[1.25480236e-06 1.98318146e-06],r2
inverted,800,10,[2.00342527e-06 3.29050002e-06],r2
inverted,800,11,[1.26561983e-06 2.08066063e-06],r2
inverted,800,12,[1.02900590e-06 1.48116033e-06],r2
inverted,800,13,[4.08485422e-07 4.15228858e-07],r2
inverted,800,14,[3.76543210e-07 5.53743656e-07],r2
inverted,800,15,[5.85779502e-07 9.85997926e-07],r2
inverted,800,16,[1.24616152e-07 1.49746887e-07],r2
inverted,800,17,[1.42250306e-07 1.88326882e-07],r2
inverted,800,18,[2.71383077e-08 2.92190537e-08],r2
inverted,800,19,[5.98737083e-09 1.57709950e-09],r2
inverted,800,20,[8.09941473e-09 5.54468948e-08],r2
inverted,900,1,[3.06860815e-07 5.30622005e-07],r2
inverted,900,2,[2.69636850e-07 2.80315635e-07],r2
inverted,900,3,[5.30164723e-07 1.38712516e-06],r2
inverted,900,4,[5.74962104e-07 1.13765649e-06],r2
inverted,900,5,[2.51021982e-08 3.51676292e-08],r2
inverted,900,6,[1.08969802e-08 4.80135507e-08],r2
inverted,900,7,[1.65497574e-07 1.76438539e-07],r2
inverted,900,8,[8.60447194e-07 1.12682976e-06],r2
inverted,900,9,[1.16830311e-06 1.66580777e-06],r2
inverted,900,10,[8.56701299e-07 1.18502079e-06],r2
inverted,900,11,[8.18326495e-07 1.03734967e-06],r2
inverted,900,12,[4.28014320e-07 4.45437207e-07],r2
inverted,900,13,[1.74638941e-07 1.39227813e-07],r2
inverted,900,14,[1.38589821e-07 1.01594511e-07],r2
inverted,900,15,[1.71031996e-07 1.57182622e-07],r2
inverted,900,16,[4.63769423e-09 9.86078525e-09],r2
inverted,900,17,[5.63216434e-09 5.05688328e-08],r2
inverted,900,18,[5.70900137e-08 2.17367216e-07],r2
inverted,900,19,[4.07192297e-08 1.21566097e-07],r2
inverted,900,20,[2.15444814e-07 4.83205723e-07],r2
